0	3.32e-07	6.9713e-05	1.219e-06
1	3.28e-07	5.9277e-05	1.095e-06
2	3.53e-07	7.6297e-05	1.202e-06
3	4.11e-07	9.7402e-05	2.018e-06
4	4.21e-07	9.4095e-05	2.094e-06
5	4.39e-07	9.5613e-05	2.245e-06
6	4.61e-07	0.000366051	3.301e-06
7	4.45e-07	0.000128197	2.532e-06
8	8.2e-07	0.000172305	3.231e-06
9	6.26e-07	6.8198e-05	2.243e-06
10	1.216e-06	0.000125666	4.681e-06
11	1.542e-06	9.4026e-05	8.153e-06
12	3.048e-06	0.000262183	1.4089e-05
13	4.971e-06	0.000135489	2.4429e-05
14	1.0099e-05	0.000210892	4.9457e-05
15	1.9935e-05	0.00019476	8.1843e-05
16	4.2828e-05	0.000250251	0.000156133
17	0.000121271	0.000448803	0.000350744
18	0.000523213	0.000780282	0.00090004
19	0.000624709	0.000971417	0.00137542
20	0.00124366	0.00169736	0.00261039
21	0.00280866	0.00400686	0.00592878
22	0.0055315	0.00827935	0.0115224
