0	3.29e-07	9.9933e-05	1.434e-06
1	3.23e-07	5.839e-05	1.077e-06
2	1.002e-06	0.000517249	1.3126e-05
3	3.66e-07	0.000270187	2.923e-06
4	5.33e-07	9.84e-05	1.733e-06
5	4.07e-07	0.000116651	1.602e-06
6	6.96e-07	0.0001509	2.312e-06
7	6.08e-07	9.6582e-05	1.724e-06
8	9.04e-07	6.7623e-05	1.554e-06
9	1.609e-06	7.0243e-05	2.008e-06
10	2.936e-06	7.8062e-05	4.083e-06
11	4.961e-06	6.8341e-05	5.88e-06
12	9.82e-06	8.341e-05	1.1338e-05
13	1.9966e-05	0.000175577	2.6708e-05
14	3.8936e-05	0.000206884	4.8169e-05
15	7.6548e-05	0.000195383	8.6751e-05
16	0.000154316	0.00024443	0.000158395
17	0.000337017	0.00043192	0.000335578
18	0.000955411	0.000830963	0.000899007
19	0.00123262	0.000948531	0.00126199
20	0.00256449	0.00171171	0.00252767
21	0.0051426	0.00360137	0.00531647
22	0.0101574	0.00742525	0.0106077
