32768
0	4.6622e-05	1.04161e+07
1	4.28582e-05	1.04161e+07
2	4.26365e-05	1.04161e+07
3	4.25235e-05	1.04161e+07
4	4.36347e-05	1.04161e+07
5	4.0328e-05	1.04161e+07
6	4.03402e-05	1.04161e+07
7	4.05491e-05	1.04161e+07
8	3.65589e-05	1.04161e+07
9	3.10003e-05	1.04161e+07
10	3.22873e-05	1.04161e+07
11	3.59138e-05	1.04161e+07
12	6.71124e-05	1.04161e+07
13	6.09555e-05	1.04161e+07
14	9.43746e-05	1.04161e+07
15	0.000173578	1.04161e+07
16	0.000183761	1.04161e+07
17	0.000184325	1.04161e+07
18	0.000182252	1.04161e+07
19	0.000184776	1.04161e+07
20	0.000185109	1.04161e+07
