32768
0	0.000303879	1.04161e+07
1	0.00034964	1.04161e+07
2	0.000319025	1.04161e+07
3	0.000356235	1.04161e+07
4	0.000299281	1.04161e+07
5	0.000287691	1.04161e+07
6	0.00029029	1.04161e+07
7	0.000359403	1.04161e+07
8	0.000322688	1.04161e+07
9	0.000457366	1.04161e+07
10	0.000452536	1.04161e+07
11	0.000439601	1.04161e+07
12	0.000502452	1.04161e+07
13	0.000622561	1.04161e+07
14	0.000820506	1.04161e+07
15	0.00123957	1.04161e+07
16	0.00122287	1.04161e+07
17	0.00126929	1.04161e+07
18	0.00143734	1.04161e+07
19	0.0013933	1.04161e+07
20	0.00139713	1.04161e+07
